,,,,,,,,,,,
ARRN,SEQ,HLT,soc1,soc2,soc3,english,용어1,용어2,용어3,용어4,용어5
1618,001,,0800,,,TUMOUR LYSIS SYNDROME,종양용해증후군,,,,
1619,001,,2000,,,PROSTATIC SPECIFIC ANTIGEN INCREASED,전립샘특이항원증가,전립선특이항원증가,,,
1620,001,,2000,,,PROSTATIC SPECIFIC ANTIGEN DECREASED,전립샘특이항원감소,전립선특이항원감소,,,
1621,001,,0800,,,LIPASE INCREASED,지질분해효소증가,,,,
1622,001,,0800,1210,,VITAMIN B12 DEFICIENCY,비타민B12결핍,비타민B12결핍증,비타민B12부족,비타민비12부족,
1623,001,,2000,,,ELECTRIC SHOCK,전기충격,,,,
1624,001,,1100,0600,,EPIGLOTTITIS,후두덮개염,후두개염,,,
1625,001,,0500,,,EXCESSIVE MASTURBATION,과도한자위행위,과다자위,,,
1626,001,,1600,0800,,FAILURE TO THRIVE,성장장애,,,,
1626,002,,1600,0800,,WEIGHT DECREASE NEONATAL,신생아체중감소,,,,
1627,001,,1810,,,FEELING OF RELAXATION,이완감,안정감,,,
1628,001,,1420,0900,,FOLLICLE STIMULATING HORMONE DECREASED,난포자극호르몬감소,여포자극호르몬감소,,,
1628,003,,1420,0900,,FSH DECREASED,FSH감소,,,,
1629,001,,2000,,,FOOD POISONING,식중독,,,,
1630,001,,0410,,,SEROTONIN SYNDROME,세로토닌증후군,,,,
1631,001,1631,1700,1420,,GENITAL NEOPLASM MALIGNANT FEMALE,여성생식기악성신생물,악성여성생식기신생물,,,
1632,001,,0600,,,PANCREAS ENZYMES INCREASED,췌장효소증가,이자효소증가,,,
1633,001,,0600,,,PANCREAS ENZYMES DECREASED,췌장효소감소,이자효소감소,,,
1634,001,0020,0100,,,NAIL DISCOLOURATION,손발톱변색,,,,
1635,001,0020,0100,,,ONYCHIA,손발톱염,조상염,,,
1636,001,0020,0100,,,YELLOW NAIL SYNDROME,황색손발톱증후군,,,,
1637,001,0020,0100,,,ONYCHOLYSIS,손발톱박리증,,,,
1638,001,0020,0100,,,ONYCHOMYCOSIS,손발톱곰팡이증,손발톱진균증,,,
1638,002,0020,0100,,,INFECTION FUNGAL OF NAIL,손발톱곰팡이감염,손발톱의곰팡이감염,,,
1640,001,,1810,,,PURULENT DISCHARGE,고름분비물,화농성분비물,,,
1640,003,,1810,,,PYORRHOEA,고름분비물,고름흐름,,,
1640,004,,1810,,,SUPPURATION,곪음,화농,고름,농,
1641,001,,1700,,,CARCINOEMBRYONIC ANTIGEN INCREASED,암종배아항원증가,,,,
1642,001,,0700,,,HEPATIC PAIN,간통증,,,,
1646,001,,2000,,,JOINT DISLOCATION,관절탈구,,,,
1646,003,,2000,,,HIP DISLOCATION,고관절탈구,엉덩이탈구,엉덩관절탈구,,
1646,004,,2000,,,JOINT DISLOCATION RECURRENT,재발성관절탈구,,,,
1647,001,,1100,,,LARYNX ULCERATION,후두궤양,,,,
1647,003,,1100,,,LARYNGEAL ULCERATION,후두궤양,,,,
1648,001,,1100,,,LARYNX PAIN,후두통증,후두통,,,
1650,001,,0100,,,SKIN REACTION LOCALISED,국소피부반응,,,,
1651,001,,0100,,,PSEUDOXANTHOMA ELASTICUM,탄력섬유거짓황색종,탄력섬유가성황색종,,,
1652,001,,0600,,,RECTAL PROLAPSE,직장탈출증,곧창자탈출증,,,
1653,001,,1420,,,VULVITIS,음문염,외음염,외음부염,,
1654,001,,2000,,,LUMBAR DISC LESION,허리디스크병변,척추추간판병변,허리추간판병터,요추추간판병터,
1655,001,,1420,,,LUTENIZING HORMONE DECREASED,황체형성호르몬감소,,,,
1655,003,,1420,,,LH DECREASED,LH감소,,,,
1656,001,,2000,,,MALARIA,말라리아,,,,
1656,002,,2000,,,MALARIA CEREBRAL,대뇌말라리아,,,,
1658,001,,2000,,,MOLLUSCUM CONTAGIOSUM,물사마귀,전염물렁종,전염성연속종,,
1659,001,,0600,1700,,MOUTH CYST,입낭,구강낭종,,,
1662,001,,1600,,,MYOTONIA CONGENITAL,선천근육긴장증,선천성근육긴장증,선천적근긴장증,,
1662,003,,1600,,,MYOTONIA AGGRAVATED,근육긴장증악화,근긴장증악화,,,
1663,001,,2000,,,NEUROSYPHILIS,신경매독,,,,
1665,001,,0800,1300,,PLASMA OSMOLALITY DECREASED,혈장삼투질농도감소,,,,
1665,002,,0800,1300,,HYPOSMOSIS,저삼투성,저삼투압성,삼투감소,,
1669,001,,1810,,,PELVIC CONGESTION,골반울혈,,,,
1673,001,,0100,,,PITYRIASIS ROSEA,장미색잔비늘증,장미색비강진,,,
1674,001,,1810,,,PLASMA VISCOSITY INCREASED,혈장점도증가,,,,
1675,001,1973,2000,,,POST-OPERATIVE WOUND INFECTION,수술후상처감염,,,,
1677,001,,2000,,,POST-VIRAL FATIGUE SYNDROME,바이러스후피로증후군,바이러스질환이후피로증후군,,,
1680,001,,2000,,,PYOGENIC GRANULOMA,화농성육아종,고름육아종,,,
1681,001,,2000,,,SECONDARY CARCINOMA,이차암종,2차암종,,,
1681,003,,2000,,,RECURRENT CANCER,재발암,,,,
1681,004,,2000,,,NEOPLASM RECURRENCE NOS,상세불명의신생물재발,명시안된신생물재발,,,
1681,005,,2000,,,BREAST CANCER RECURRENT,유방암재발,재발성유방암,,,
1681,006,,2000,,,LUNG ADENOCARCINOMA RECURRENT,폐선암종재발,폐샘암종재발,,,
1681,007,,2000,,,LEUKAEMIA SECONDARY,속발성백혈병,이차성백혈병,,,
1681,008,,2000,,,CERVIX CARCINOMA RECURRENT,자궁경부암재발,자궁목암재발,,,
1681,009,,2000,,,OVARIAN CANCER RECURRENT,난소암재발,,,,
1682,001,,1700,0431,,RETINOBLASTOMA,망막모세포종,망막아세포종,,,
1684,001,,2000,,,SCOLIOSIS,척추측만증,척주옆굽음증,척추만곡,,
1685,001,,2000,,,SPINAL CORD COMPRESSION,척수압박,,,,
1686,001,,0200,,,OSTEOARTHRITIS SPINAL,척추골관절염,착추뼈관절염,,,
1687,001,,2000,,,SPINAL CORD INJURY,척수손상,,,,
1687,002,,2000,,,SPINAL CORD INJURY THORACIC,흉부척수손상,가슴척수손상,,,
1688,001,,1030,,,T WAVE INVERSION,T파역위,T파역전,티파역위,,
1689,001,,1410,0900,,TESTOSTERONE DECREASED,테스토스테론감소,남성호르몬감소,,,
1690,001,0417,0900,,,TSH DECREASED,TSH감소,,,,
1690,003,0417,0900,,,THYROID STIMULATING HORMONE DECREASED,갑상선자극호르몬감소,갑상샘자극호르몬감소,,,
1694,001,,1040,,,TRANSIENT ISCHAEMIC ATTACK,일과성허혈발작,,,,
1694,003,,1040,,,TIA,일과성허혈발작,,,,
1695,001,,2000,1230,,TRAUMATIC HAEMATOMA,외상성혈종,외상혈종,,,
1696,001,,0800,,,VITAMIN A DEFICIENCY,비타민A결핍,비타민에이부족,,,
1697,001,,2000,1420,,VULVAL BOIL,외음부종기,외음종기,음문종기,,
1698,001,,1300,,,ACUTE URETHRAL SYNDROME,급성요도증후군,,,,
1699,001,,1420,1830,,BACTERIAL GROWTH GENITAL ASYMPTOMATIC,무증상생식기박테리아증식,무증상생식기세균증식,,,
1700,001,,1420,1830,,FUNGAL GROWTH GENITAL ASYMPTOMATIC,무증상생식기진균증식,무증상생식기곰팡이증식,,,
1701,001,,1420,,,OVARIAN HYPERSTIMULATION,난소과다자극반응,난소과배란,,,
1702,001,,1420,,,PRE-ECLAMPSIA,자간전증,전자간증,,,
1702,003,,1420,,,PRE-ECLAMPSIA AGGRAVATED,자간전증악화,전자간증악화,,,
1703,001,0706,1500,,,EPISPADIAS,요도위열림증,요도상열,,,
1704,001,,1810,,,HYPOTONIC-HYPORESPONSIVE EPISODE,저긴장성-저반응성에피소드,저긴장저반응에피소드,저장성저반응에피소드,,
1705,001,,1810,,,TEMPERATURE CHANGED SENSATION,체온감각변화,,,,
1705,003,,1810,,,SENSATION OF WARMTH,따뜻한느낌,온감,온기,,
1705,004,,1810,,,SENSATION OF COLD,찬느낌,한랭감,냉기,,
1705,005,,1810,,,FEELING OF WARMTH,온감,따뜻한느낌,,,
1705,006,,1810,,,FEELING HOT AND COLD,냉열감,따뜻하고찬느낌,,,
1705,007,,1810,,,FEELING COLD,한랭감,냉감,,,
1705,008,,1810,,,HOT FLUSHES,얼굴홍조,안면홍조,,,
1706,001,,1700,,,NEOPLASM GROWTH ACCELERATED,신생물성장가속,,,,
1707,001,1707,0200,,,FASCIITIS,근막염,,,,
1707,003,1707,0200,,,FASCIITIS EOSINOPHILIC,호산구성근막염,호산구근막염,호산성근막염,,
1708,001,,2000,,,ABRASION NOS,상세불명의찰과상,명시안된찰과상,,,
1709,001,,2000,,,EXTRAVASATION,혈관밖유출,혈관외유출,,,
1710,001,1710,2000,,,METASTASES NOS,상세불명의전이,명시안된전이,,,
1711,001,,1100,,,HYPERPNOEA,과다호흡,과호흡,,,
1711,003,,1100,,,BREATHING ABNORMALLY DEEP,비정상적깊은호흡,,,,
1711,004,,1100,,,RESPIRATORY DEPTH INCREASED,호흡깊이증가,,,,
1712,001,,1100,,,HYPOPNOEA,저호흡,호흡저하,,,
1712,003,,1100,,,BREATHING ABNORMALLY SHALLOW,비정상적얕은호흡,,,,
1712,004,,1100,,,RESPIRATORY DEPTH DECREASED,호흡깊이감소,,,,
1713,001,0353,0700,,,HEPATITIS CHRONIC ACTIVE,활동성만성간염,,,,
1713,003,0353,0700,,,HEPATITIS CHRONIC ACTIVE AGGRAVATED,활동성만성간염악화,,,,
1713,004,0353,0700,,,AUTOIMMUNE HEPATITIS,자가면역성간염,자가면역간염,,,
1714,001,0058,1820,,,INJECTION SITE PRESSURE SENSATION,주사부위압박감,주사부위압감각,,,
1715,001,,1810,,,WOUND DRAINAGE INCREASED,상처배농증가,상처배액증가,,,
1716,001,,1100,,,BREATH SOUNDS DECREASED,호흡소리감소,호흡음감소,숨소리감소,,
1716,003,,1100,,,DIMINISHED LUNG SOUNDS,폐음감소,,,,
1717,001,,2000,,,SURGICAL SKIN TEAR,수술로인한피부열상,,,,
1718,001,1719,1300,1830,,BLADDER DISCOMFORT,방광불편,방광불편감,,,
1719,001,1719,1300,1830,,RENAL TRACT INFLAMMATION,요로염증,콩팥길염증,,,
1720,001,0102,0410,,,BRADYKINESIA,운동완만,운동감소증,서동,,
1721,001,1721,1100,1010,,PULMONARY CONGESTION,폐울혈,,,,
1721,003,1721,1100,1010,,CHEST CONGESTION,가슴울혈,,,,
1722,001,,2000,,,FOOT CALLUS,발굳은살,족부애벌뼈,발애벌뼈,,
1723,001,0352,0700,1830,,HEPATITIS VIRAL,바이러스성간염,바이러스간염,,,
1723,003,0352,0700,1830,,HEPATITIS A,에이형간염,A형간염,,,
1723,004,0352,0700,1830,,HEPATITIS C,씨형간염,C형간염,,,
1723,005,0352,0700,1830,,HEPATITIS NON-A NON-B,비A비B형간염,비-에이비-비형간염,,,
1723,006,0352,0700,1830,,VIRUS HEPATITIS,바이러스간염,,,,
1723,007,0352,0700,1830,,HEPATITIS B,B형간염,비형간염,,,
1723,008,0352,0700,1830,,HEPATITIS A ANTIBODY POSITIVE,A형간염항체양성,에이형간염항체양성,,,
1723,009,0352,0700,1830,,HEPATITIS B ANTIBODY POSITIVE,B형간염항체양성,비형간염항체양성,,,
1723,010,0352,0700,1830,,HEPATITIS E ANTIGEN POSITIVE,E형간염항원양성,이형간염항원양성,,,
1728,001,,2000,,,ALCOHOL PROBLEM,알코올문제,,,,
1728,003,,2000,,,ALCOHOL ABUSE,알코올남용,,,,
1728,004,,2000,,,ALCOHOLISM,알코올중독,,,,
1728,005,,2000,,,ALCOHOLIC WITHDRAWAL SYMPTOMS,알코올금단증상,,,,
1729,001,,1230,1420,,EMBOLUS AMNIOTIC FLUID,양수색전증,색전증양수,,,
1732,001,,1010,,,AORTIC ARCH SYNDROME,대동맥활증후군,,,,
1734,001,1973,2000,,,POST-OPERATIVE PAIN,수술후통증,,,,
1734,003,1973,2000,,,POST-OPERATIVE HIP PAIN,수술후고관절통증,수술후엉덩이관절통증,수술후엉덩관절통증,,
1735,001,,1300,,,BLADDER FIBROSIS,방광섬유화,,,,
1738,001,,1420,,,BREAST NECROSIS,유방괴사,,,,
1739,001,,2000,,,NASAL SEPTUM DEVIATION,비중격편위,비중격치우침,코중격치우침,코사이막편위,
1740,001,0548,1210,,,"ANAEMIA HAEMOLYTIC, ANGIOPATHIC",혈관병성용혈성빈혈,,,,
1741,001,1741,0431,,,MACULAR OEDEMA,황반부종,반점부종,,,
1742,001,,0431,,,MEIBOMIANITIS,마이봄샘염,검판샘염,눈꺼풀판샘염,,
1742,002,,0431,,,MEIBOMIAN CYST,산립종,콩다래끼,,,
1742,003,,0431,,,HORDEOLUM,맥립종,다래끼,,,
1742,004,,0431,,,CHALAZION,산립종,콩다래끼,,,
1743,001,,0800,,,LOW DENSITY LIPOPROTEIN INCREASED,저밀도지질단백증가,저밀도지단백증가,,,
1743,003,,0800,,,LDL INCREASED,저밀도지질단백증가,저밀도지단백증가,,,
1744,001,,1410,1230,,PENILE HAEMORRHAGE,음경출혈,,,,
1745,001,,1600,,,APGAR SCORE LOW,낮은아프가점수,,,,
1746,001,,0200,,,FASCIITIS NECROTISING,괴사성근막염,괴사근막염,,,
1746,002,,0200,,,FASCIITIS NECROTISING FUNGAL,진균성괴사성근막염,진균성괴사근막염,곰팡이괴사근막염,,
1746,003,,0200,,,FASCIITIS NECROTISING BACTERIAL,세균성괴사성근막염,세균성괴사근막염,박테리아괴사근막염,,
1747,001,1973,2000,,,POST-OPERATIVE HAEMORRHAGE,수술후출혈,,,,
1747,002,1973,2000,,,POST-OPERATIVE HAEMATOMA,수술후혈종,,,,
1747,003,1973,2000,,,POST PROCEDURAL HAEMATOMA,시술후혈종,,,,
1748,001,,2000,,,AIR EMBOLISM,공기색전,공기색전증,,,
1749,001,,1100,,,AIRWAYS OBSTRUCTION,기도폐쇄,기도폐색,기도막힘,,
1750,001,,2000,,,INTUBATION DIFFICULT,기관삽관어려움,기도삽관어려움,,,
1751,001,0700,1500,0200,,OSTEOCHONDROSIS,골연골증,뼈연골증,,,
1751,003,0700,1500,0200,,SCHUERMANN'S DISEASE,슈만병,특발성척추후만증,쇼이에르만병,,
1752,001,0058,1820,,,INJECTION SITE BLEEDING,주사부위출혈,,,,
1753,001,0058,1820,,,INJECTION SITE BRUISING,주사부위멍듦,주사부위멍,,,
1753,002,0058,1820,,,INJECTION SITE HAEMATOMA,주사부위혈종,,,,
1754,001,0058,1820,,,INJECTION SITE GRANULOMA,주사부위육아종,,,,
1755,001,,0600,1830,,APPENDICITIS,충수돌기염,막창자꼬리염,맹장염,충수염,
1756,001,0718,1810,,,MEDIASTINITIS,세로칸염,종격동염,종격염,,
1757,001,1004,1040,0431,1230,VITREOUS HAEMORRHAGE,유리체출혈,초자체출혈,,,
1758,001,1758,1700,1410,,GENITAL NEOPLASM MALIGNANT MALE,악성남성생식기신생물,,,,
1758,002,1758,1700,1410,,PROSTATE CANCER,전립선암,전립샘암,,,
1758,003,1758,1700,1410,,PROSTATIC INTRAEPITHELIAL NEOPLASM,전립선상피내신생물,전립샘상피내신생물,전립샘상피내종양,,
1758,004,1758,1700,1410,,PROSTATE CANCER STAGE 0,전립선암0기,전립샘암0기,,,
1759,001,,1810,,,DRUG - FOOD INTERACTION,약물-음식상호작용,약물음식상호작용,,,
1760,001,,1810,,,DRUG - ALCOHOL INTERACTION,약물-알코올상호작용,약물알코올상호작용,,,
1761,001,1228,1020,,,AORTIC VALVE INCOMPETENCE,대동맥판막기능부전,대동맥판기능부전,,,
1761,003,1228,1020,,,AORTIC INCOMPETENCE,대동맥부전,,,,
1762,001,,1010,,,BLOOD PRESSURE FLUCTUATION,혈압변동,혈압기복,혈압오르내림,,
1762,003,,1010,,,CIRCULATORY INSTABILITY,불안정순환,순환불안정,,,
1762,004,,1010,,,BLOOD PRESSURE CONTROL IMPAIRED,혈압조절부전,,,,
1762,005,,1010,,,LABILE BLOOD PRESSURE,불안정혈압,,,,
1763,001,,0600,,,ILEAL MOTILITY INCREASED,회장운동증가,돌창자운동증가,,,
1763,003,,0600,,,OVERACTIVE ILEOSTOMY,과활동회장루술,과활동회장냄술,,,
1764,001,,1210,,,PACKED CELL VOLUME INCREASED,충전세포용적증가,,,,
1765,001,,1810,,,PALMAR-PLANTAR ERYTHRODYSAESTHESIA,손바닥-발바닥홍반감각이상증,손발바닥홍반성감각둔감증후군,,,
1767,001,,1500,1100,,RESPIRATORY SYSTEM IMMATURE,호흡계통미숙,호흡기계미숙,호흡기계통미숙,,
1768,001,0058,1820,,,INJECTION SITE DERMATITIS,주사부위피부염,,,,
1769,001,,1500,1040,,VASCULAR MALFORMATION CEREBRAL,뇌혈관기형,대뇌혈관기형,,,
1770,001,,0300,,,GRAFT VERSUS HOST DISEASE,이식편대숙주질환,,,,
1770,002,,0300,,,GRAFT REJECTION,이식편거부,이식거부,,,
1771,001,0573,1700,1220,,HAIRY CELL LEUKAEMIA,털세포백혈병,모발상세포백혈병,유모세포 백혈병,,
1772,001,,1700,,,BLAST CELL PROLIFERATION,모세포증식,,,,
1773,001,,1040,0200,,CLAUDICATION OF JAW MUSCLES,턱근육파행,,,,
1774,001,,1500,0431,,ANOPHTHALMIA,눈없음증,무안구증,안구결여증,,
1776,001,0481,1230,1040,,THROMBOSIS ARTERIO-VENOUS FISTULA,동정맥샛길혈전증,동정맥루혈전증,,,
1776,002,0481,1230,1040,,ARTERIOVENOUS FISTULA SITE COMPLICATION,동정맥샛길부위합병증,동정맥루부위합병증,,,
1777,001,,1700,0410,,ASTROCYTOMA,별아교세포종,성상세포종,,,
1778,001,,1500,0300,,ANGIOFIBROMA,혈관섬유종,,,,
1778,003,,1500,0300,,ANGIOFIBROMATOUS HYPERPLASIA,혈관섬유종과다형성,혈관섬유종성증식,,,
1779,001,,1420,,,PLACENTA PRAEVIA,전치태반,,,,
1780,001,,1300,,,URINE FLOW DECREASED,소변흐름감소,요속감소,,,
1781,001,0172,0500,,,DEPRESSION PUERPERAL,산후우울증,,,,
1782,001,,0100,,,SKIN FRAGILITY,피부여림,피부약함,,,
1783,001,1976,1100,,,SPUTUM VISCOSITY INCREASED,가래점성증가,,,,
1784,001,,0431,,,SUNKEN EYES,함몰안구,움푹꺼진눈,,,
1785,001,,0200,,,CARTILAGE DAMAGE,연골손상,,,,
1789,001,,2100,,,CHEMICAL BURN,화학화상,,,,
1790,001,,2100,,,STING,쏘임,,,,
1791,001,,2100,,,ACRODYNIA,말단통증,선단동통증,말단동통증,,
1792,001,,2100,,,PNEUMOCONIOSIS,진폐증,폐먼지증,,,
1793,001,,2100,,,ASBESTOSIS,석면증,석면침착증,석면폐증,,
1794,001,,2100,,,BARITOSIS,바륨폐진증,바륨먼지증,,,
1795,001,,2100,,,BERYLLIOSIS,베릴륨중독증,베릴륨증,,,
1796,001,,2100,,,SILICOSIS,규소폐증,규분증,규폐증,,
1797,001,,2100,,,METAL FUME FEVER,금속연무열,금속연기열,금속증기열,금속열,
1798,001,1239,1700,0100,,CARCINOMA SQUAMOUS,편평세포암,편평암종,,,
1798,003,1239,1700,0100,,BOWEN'S DISEASE,보웬병,보웬증,,,
1798,004,1239,1700,0100,,EPITHELIOMA,상피종,,,,
1798,005,1239,1700,0100,,CARCINOMA SQUAMOUS OF TONGUE,혀상피세포암,혀편평암종,,,
1799,001,,2100,,,LEAD POISONING,납중독,,,,
1799,003,,2100,,,SATURNISM,납중독,,,,
1799,004,,2100,,,LEAD URINE INCREASED,소변납증가,납뇨증가,,,
1800,001,,1500,,,FOETAL ALCOHOL SYNDROME,태아알코올증후군,,,,
1800,003,,1500,,,FAS,태아알코올증후군,,,,
1801,001,,0410,2100,,MUSCARINIC EFFECTS,무스카린효과,,,,
1802,001,,0410,2100,,NICOTINIC EFFECTS,니코틴효과,,,,
1803,001,,2100,,,ZIEVE SYNDROME,지브증후군,,,,
1804,001,,2100,,,SALICYLISM,살리실산중독,살리실산중독증,,,
1806,001,,0600,,,INTESTINAL FISTULA,장루,창자샛길,,,
1807,001,,1040,0600,,AORTO-DUODENAL FISTULA,대동맥-십이지장샛길,대동맥십이지장루,대동맥십이지장샛길,,
1808,001,,0600,,,PANCREATIC SECRETION DECREASED,췌장분비감소,이자분비감소,,,
1809,001,,2000,0100,,BURN,화상,,,,
1810,001,,1700,0900,,ADENOMA ADRENAL,부신샘종,부신선종,,,
1811,001,,1500,1040,,CEREBROVASCULAR DISORDER FOETAL,태아뇌혈관장애,태아뇌혈관질환,,,
1811,003,,1500,1040,,CEREBRAL INFARCTION FOETAL,태아뇌경색,,,,
1812,001,,1420,,,BREAST INDURATION,유방경화,,,,
1813,001,,2000,,,SURGICAL SITE REACTION,수술부위반응,,,,
1814,001,,2000,,,PROCEDURAL SITE REACTION,시술부위반응,,,,
1814,002,,2000,,,STOMA SITE REACTION,구멍부위반응,,,,
1815,001,,0800,,,RETINOL BINDING PROTEIN DECREASED,레티놀결합단백질감소,,,,
1816,001,,0800,,,PREALBUMIN DECREASED,프리알부민감소,,,,
1817,001,,2000,,,SURGICAL INTERVENTION,수술적중재,수술적시술,,,
1817,003,,2000,,,THYROIDECTOMY,갑상선절제술,갑상샘절제술,싸이로이드절제술,,
1817,004,,2000,,,SALPINGECTOMY,난관절제술,,,,
1817,005,,2000,,,CHOLECYSTECTOMY,담낭절제술,쓸개절제,쓸개절제술,,
1817,006,,2000,,,COLECTOMY,잘록창자절제술,대장절제술,결장절제술,,
1817,007,,2000,,,PROSTATECTOMY,전립선절제술,전립샘절제술,전립샘절제,,
1817,008,,2000,,,SPLENECTOMY,비장절제술,지라절제술,,,
1817,009,,2000,,,SYNOVECTOMY,윤활막절제술,활막절제술,활액막절제술,,
1817,010,,2000,,,VOCAL CORD ECTOMY,성대절제술,,,,
1817,011,,2000,,,EUSTACHIAN TUBE OPERATION,유스타키오관수술,귀인두관수술,이관수술,,
1817,012,,2000,,,EXPLORATORY OPERATION,탐색적수술,진찰수술,,,
1817,013,,2000,,,EYE LASER SURGERY,눈레이저수술,눈레이져수술,,,
1817,014,,2000,,,FISTULA REPAIR,샛길복구,누공복구,,,
1817,015,,2000,,,INTESTINAL RESECTION,장절제술,창자절제술,,,
1817,016,,2000,,,INTRA-AORTIC BALLOON PLACEMENT,대동맥내풍선설치술,대동맥내풍선삽입술,,,
1817,017,,2000,,,KNEE MENISCECTOMY,무릎반월연골절제술,,,,
1817,018,,2000,,,LIGAMENT REPAIR,인대복구,,,,
1817,019,,2000,,,MASTOIDECTOMY,유양돌기절제술,꼭지절제술,꼭지돌기절제,,
1817,020,,2000,,,MYRINGOPLASTY,고막성형술,고막성형,,,
1817,021,,2000,,,LENTICULAR OPERATION,렌즈핵수술,수정체수술,,,
1817,022,,2000,,,HIP SURGERY,엉덩이수술,고관절수술,,,
1817,023,,2000,,,BONE DEBRIDEMENT,골편절제술,뼈가장자리절제술,뼈죽은조직제거술,,
1817,024,,2000,,,ARTERIAL STENT INSERTION,동맥스텐트삽입,동맥내스텐트삽입,,,
1817,025,,2000,,,CARCINOMA EXCISION,암종절제,암절제,,,
1817,026,,2000,,,ALVEOLOPLASTY,치조제형성술,이틀성형술,치조성형술,치조골성형수술,
1817,027,,2000,,,BREAST OPERATION,가슴수술,유방수술,,,
1817,028,,2000,,,NEURECTOMY,신경절제술,신경절제,,,
1817,029,,2000,,,OOPHORECTOMY,난소절제술,,,,
1817,030,,2000,,,PERIODONTAL OPERATION,치주수술,,,,
1817,031,,2000,,,SALPINGO-OOPHORECTOMY,난관-난소절제술,난관난소절제술,,,
1817,032,,2000,,,SEQUESTRECTOMY,부골절제술,죽은뼈절제술,,,
1817,033,,2000,,,HYSTERECTOMY,자궁적출술,자궁절제술,,,
1818,001,,1810,,,PAIN TRAUMA ACTIVATED,상처통증활성,활성화된외상통증,,,
1819,001,,1810,,,MULTIPLE ORGAN FAILURE,다발기관부전,다발성기관부전,다발성기관불능,,
1820,001,,1100,,,BRONCHIAL OBSTRUCTION,기관지폐쇄,기관지막힘,기관지폐색,,
1821,001,,0800,,,HYPERPROTEINAEMIA,고단백혈증,,,,
1821,003,,0800,,,BLOOD ALBUMIN INCREASED,혈액알부민증가,혈중알부민증가,,,
1821,004,,0800,,,HYPERALBUMINAEMIA,고알부민혈증,,,,
1822,001,,0900,,,ANTI-THYROID ANTIBODIES,항갑상샘항체,항갑상선항체,,,
1823,001,,1700,,,TERATOMA BENIGN,양성기형종,,,,
1823,003,,1700,,,DERMOID CYST,유피낭종,피부모양낭,피부모양물혹,,
1824,001,,0800,,,VITAMIN B6 DEFICIENCY,비타민B6결핍,비타민비6결핍증,비타민B6부족,,
1824,003,,0800,,,PELLAGRA,펠라그라,,,,
1824,004,,0800,,,NICOTINIC ACID DEFICIENCY,니코틴산결핍,니코틴산결핍증,,,
1825,001,,1830,,,WOUND DEHISCENCE,상처결손,상처벌어짐,,,
1826,001,,2000,,,OPERATION SITE INFLAMMATION,수술부위염증,,,,
1827,001,1719,1300,1830,,URETHRITIS,요도염,,,,
1828,001,,0200,,,COSTOCHONDRITIS,늑연골염,갈비연골염,,,
1828,003,,0200,,,TIETZE'S SYNDROME,Tietze증후군,티체증후군,티쩨증후군,,
1828,004,,0200,,,COSTAL CHONDRITIS,늑연골염,갈비연골염,,,
1829,001,,2000,,,ERYSIPELAS,얕은연조직염,단독,,,
1830,001,0417,0900,,,T3 DECREASED,T3감소,티쓰리감소,,,
1830,002,0417,0900,,,TRIIODOTHYRONINE DECREASED,삼요드티로닌감소,삼요오드티로닌감소,트리요오드티로닌감소,,
1831,001,0415,0900,,,TSH INCREASED,TSH증가,,,,
1831,003,0415,0900,,,THYROID STIMULATING HORMONE INCREASED,갑상선자극호르몬증가,갑상샘자극호르몬증가,,,
1831,004,0415,0900,,,THYROTROPHIN INCREASED,갑상선자극호르몬증가,갑상샘자극호르몬증가,,,
1832,001,,1810,,,HERNIA NOS,상세불명의탈장,명시안된탈장,,,
1832,002,,1810,,,ABDOMINAL STRANGULATED HERNIA,복부꼬임탈장,복부교액성탈장,배꼬임탈장,,
1832,003,,1810,,,HERNIA ABDOMINAL,복부탈장,복부헤르니아,,,
1832,004,,1810,,,HIATUS HERNIA,열공탈장,열공헤르니아,,,
1833,001,,0100,,,FISTULA INCOMPLETE,불완전샛길,,,,
1834,001,0106,0410,,,HUNTINGTON'S CHOREA,헌팅턴무도병,헌팅톤무도병,,,
1834,003,0106,0410,,,HUNTINGTON'S CHOREA AGGRAVATED,헌팅턴무도병악화,헌팅톤무도병악화,,,
1835,001,,1040,,,CAPILLARY LEAK SYNDROME,모세혈관누출증후군,모세혈관유출증후군,모세혈관샘증후군,,
1837,001,,1410,1420,1830,GENITAL INFECTION,생식기감염,,,,
1837,002,,1410,1420,1830,GENITAL INFECTION BACTERIAL,세균성생식기감염,,,,
1837,003,,1410,1420,1830,GENITAL INFECTION FUNGAL,진균성생식기감염,곰팡이성생식기감염,,,
1838,001,,0200,,,FIBROMYALGIA,근섬유통,섬유근육통,섬유근통,섬유성근통,
1838,003,,0200,,,FIBROMYALGIA SYNDROME,근섬유통증후군,섬유근육통증후군,섬유근통증후군,섬유성근통증후군,
1839,001,,1420,1810,,BREAST PAIN,가슴통증,유방통증,,,
1839,003,,1420,1810,,BREAST TENDERNESS,가슴압통,가슴누름통증,유방압통,,
1840,001,,0500,,,CHILDHOOD DISINTEGRATIVE DISORDER,소아기붕괴성장애,아동기붕괴성장애,소아기붕괴장애,소아기비통합장애,
1841,001,,0100,0431,,GROWTH OF EYELASHES,속눈썹성장,속눈썹자람,,,
1842,001,1842,0600,,,BOWEL MOTILITY DISORDER,장운동장애,,,,
1843,001,1842,0600,,,INCREASED STOOL URGENCY,증가된배변절박증,,,,
