성분코드,성분명(한),성분명(영)
M274777,조합향료(팬시NUW-408),Flavor Fancy NUW-408
M274778,조합향료(퍼머넌트30006),Flavor Permanent 30006
M274779,조합향료(퍼머넌트3006),Flavor Permanent 3006
M274780,조합향료(퍼머넌트30519),Flavor Permanent 30519
M274781,조합향료(퍼머넌트31165),Flavor Permanent 31165
M274782,조합향료(퍼머넌트32242),Flavor Permanent 32242
M274783,조합향료(퍼머넌트32497),Flavor Permanent 32497
M274784,조합향료(퍼머넌트32670),Flavor Permanent 32670
M274785,조합향료(퍼머넌트A31281),Flavor Permanent A31281
M274786,조합향료(퍼머넌트A31281R),Flavor Permanent A31281R
M274787,조합향료(퍼머넌트A39120),Flavor Permanent A39120
M274788,조합향료(퍼머넌트A55332),Flavor Permanent A55332
M274789,조합향료(퍼머넌트GS50468),Flavor Permanent GS50468
M274790,조합향료(퍼머넌트HP-703176),Flavor Permanent HP-703176
M274791,조합향료(퍼머넌트HP-76756),Flavor Permanent HP-76756
M274792,조합향료(퍼퓸러브후루티향AR31737),Flavor Perfume Love Frutti AR31737
M274793,조합향료(퍼플애플),Flavor Purple Apple
M274794,"조합향료(페르프17-12935라벤더필드,내츄럴라벤더향)","Flavor Perf 17-12935 Lavender Field, Natural Lavender"
M274795,조합향료(페퍼민트향AH-F-1847),Flavor Peppermint AH-F-1847
M274796,조합향료(페퍼민트향ZKF96023),Flavor Peppermint ZKF96023
M274797,조합향료(푸르티플로랄5P06220),Flavor Fruity Floral 5P06220
M274798,조합향료(푸르티플로랄향1HF-AH11506),Flavor Fruity Floral 1 HF-AH11506
M274799,조합향료(푸르티허브5피05686),Flavor Fruity Herb 5P05686
M274800,조합향료(퓨어리민트향1HF-AH13782),Flavor Purerement 1 HF-AH13782
M274801,조합향료(프라그란스(OGA-1H)),Flavor Fragrance OGA-1H
M274802,조합향료(프라그란스),Flavor Fragrance
M274803,조합향료(프라그란스201100207B),Flavor Fragrance 201100207B
M274804,조합향료(프라그란스20110207B),Flavor Fragrance 20110207B
M274805,조합향료(프라그란스2011207),Flavor Fragrance 2011207
M274806,조합향료(프라그란스325662),Flavor Fragrance 325662
M274807,조합향료(프라그란스6E-29425),Flavor Fragrance 6E-29425
M274808,조합향료(프라그란스80448),Flavor Fragrance 80448
M274809,조합향료(프라그란스-83463),Flavor Fragrance 83463
M274810,조합향료(프라그란스90553M),Flavor Fragrance 90553M
M274811,조합향료(프라그란스A38663),Flavor Fragrance A38663
M274812,조합향료(프라그란스BBC-213112),Flavor Fragrance BBC-213112
M274813,조합향료(프라그란스BBC-21435),Flavor Fragrance BBC-21435
M274814,조합향료(프라그란스BCM-21236),Flavor Fragrance BCM-21236
M274815,조합향료(프라그란스BR00703),Flavor Fragrance BR00703
M274816,조합향료(프라그란스BR32232),Flavor Fragrance BR32232
M274817,조합향료(프라그란스BVX-4593),Flavor Fragrance BVX-4593
M274818,조합향료(프라그란스Greenpia III),Flavor Fragrance Greenpia III
M274819,조합향료(프라그란스Herbcare 88),Flavor Fragrance Herbcare 88
M274820,조합향료(프라그란스KS3864OSM-85B),Flavor Fragrance KS3864OSM-85B
M274821,조합향료(프라그란스T14000157),Flavor Fragrance T14000157
M274822,조합향료(프라그란스TJP-J-003600),Flavor Fragrance TJP-J-003600
M274823,조합향료(프라그란스블러썸크림),Flavor Fragrance Blossom Cream
M274824,조합향료(프라그란스애플142),Flavor Fragrance Apple 142
M274825,조합향료(프라그란스티제이피-엘-005570(카멜리아)(6021354)),Flavor Fragrance TJP-L-005570 (Camelia) (6021354))
M274826,조합향료(프라그란스티제이피-엘-005570(카멜리아)),Flavor Fragrance TJP-L-005570 (Camelia)
M274827,조합향료(프라그란스티제이피-엠-004641(6020874)),Flavor Fragrance TJP-M-004641 (6020874))
M274828,조합향료(프레쉬스타트US260641-00),Flavor Fresh Start US260641-00
M274829,조합향료(프레쉬플로랄5P07354),Flavor Fresh Floral 5P07354
M274830,조합향료(플로랄),Flavor Floral
M274831,조합향료(플로랄파우더리5P01054),Flavor Floral Powdery 5P01054
M274832,조합향료(플로랄푸르티5P5910,Flavor Floral Fruity 5P5910
M274833,"조합향료(피이알에프18-13076이탈리안딜라이트엘에프지,레몬향)","Flavor PERF 18-13076 Italian Delight LFG, Lemon"
M274834,조합향료(피치리프민트파지티브),Flavor Peach Leaf Mint Positive
M274835,조합향료(피치리프민트향1HF-AH16293),Flavor Peach Leaf Mint 1 HF-AH16293
M274836,조합향료(피톤치드-6W),Flavor Phytoncide-6W
M274837,조합향료(피톤치드93657),Flavor Phytoncide 93657
M274838,조합향료(피톤치드98601),Flavor Phytoncide 98601
M274839,조합향료(피톤치드A44383),Flavor Phytoncide A44383
M274840,조합향료(피톤치드HP-AG26809),Flavor Phytoncide HP-AG26809
M274841,조합향료(피톤치드SP-68572),Flavor Phytoncide SP-68572
M274842,조합향료(피톤치드향(HF-6947)),Flavor Phytoncide HF-6947
M274843,조합향료(피톤치드향(HP-801577)),Flavor Phytoncide HP-801577
M274844,조합향료(피톤치드향(HP-89970)),Flavor Phytoncide HP-89970
M274845,조합향료(피톤치드향(SP-63973)),Flavor Phytoncide SP-63973
M274846,조합향료(핑크로즈242051에이치(6023777)),Flavor Pink Rose 242051H (6023777))
M274847,조합향료(한란향91023),Flavor Smoothlip Cymbidium 91023
M274848,조합향료(한방헤어려화윤생탈모샴푸향(방판)(4615437)),
M274849,조합향료(해피바스티트리바디워시향(4617679)),Flavor Happybath Tea Tree Bodywash 4617679
M274850,조합향료(해피바스티트리클렌징라인향(2014AD)(4619869)),Flavor Happybath Tea Tree Bodywash 2014AD 4619869
M274851,조합향료(해피클린-55B),Flavor Happyclean 55B
M274852,조합향료(핸드케어B72213),Flavor Handcare B72213
M274853,조합향료(허벌민트향 050004 1207T),Flavor Herbal Mint 050004 1207T
M274854,조합향료(허벌민트향 05004 1207T),Flavor Herbal Mint 05004 1207T
M274855,조합향료(허브마이아41.331FR5008506),Flavor Herbmia 41.331FR5008506
M274856,조합향료(허브민트향SK-H7863),Flavor Herbmint SK-H7863
M274857,"조합향료(허브향, Forca 36)","Flavor Herb, Forca 36"
M274858,조합향료(헤스페레데스JH-14405241),Flavor Hesperides JH-14405241
M274859,조합향료(헤어SG12815B),Flavor Hair SG 12815B
M274860,조합향료(헤어다이5P02356),Flavor Hair Dye 5P02356
M274861,조합향료(헤어컬러),Flavor Hair Color 
M274862,조합향료(헤어컬러2AR77815),Flavor Hair Color 2AR77815
M274863,조합향료(헤어컬러6B26704·A),Flavor Hair Color 6B26704/A
M274864,조합향료(헤어컬러9653),Flavor Hair Color 9653
M274865,조합향료(헤어컬러AR25372),Flavor Hair Color AR25372
M274866,조합향료(헤어컬러컴파운드SEL-11929),Flavor Hair Color Compound SEL-11929
M274867,조합향료(헤어컬러컴파운드SEL-23200),Flavor Hair Color Compound SEL-23200
M274868,조합향료(헤어컬러컴파운드SEL-23203),Flavor Hair Color Compound SEL-23203
M274869,조합향료(헤어컬러컴파운드SEL-23232),Flavor Hair Color Compound SEL-23232
M274870,조합향료(헤어컬러컴파운드SEL-24634),Flavor Hair Color Compound SEL-24634
M274871,조합향료(헤어컬러컴파운드SEL-31369(6024219)),Flavor Hair Color Compound SEL-31369 (6024219)
M274872,조합향료(헤어케어30046),Flavor Hair Care 30046
M274873,조합향료(헤어케어31225),Flavor Hair Care 31225
M274874,조합향료(헤어케어31644),Flavor Hair Care 31644
M274875,조합향료(헤어케어31940),Flavor Hair Care 31940
M274876,조합향료(헤어케어34247),Flavor Hair Care 34247
M274877,조합향료(헤어케어34270),Flavor Hair Care 34270
M274878,조합향료(헤어케어36612),Flavor Hair Care 36612
M274879,조합향료(헤어케어36888),Flavor Hair Care 36888
M274880,조합향료(헤어케어37898),Flavor Hair Care 37898
M274881,조합향료(헤어케어38037),Flavor Hair Care 38037
M274882,조합향료(헤어케어41567),Flavor Hair Care 41567
M274883,조합향료(헤어케어52402),Flavor Hair Care 52402
M274884,조합향료(헤어케어5P02692),Flavor Hair Care 5P02692
M274885,조합향료(헤어케어A30681),Flavor Hair Care A30681
M274886,조합향료(헤어케어A34660),Flavor Hair Care A34660
M274887,조합향료(헤어케어A34662),Flavor Hair Care A34662
M274888,조합향료(헤어케어A34857),Flavor Hair Care A34857
M274889,조합향료(헤어케어A35041),Flavor Hair Care A35041
M274890,조합향료(헤어케어A35703),Flavor Hair Care A35703
M274891,조합향료(헤어케어A35770),Flavor Hair Care A35770
M274892,조합향료(헤어케어A36490),Flavor Hair Care A36490
M274893,조합향료(헤어케어A51343),Flavor Hair Care A51343
M274894,조합향료(헤어케어A53101),Flavor Hair Care A53101
M274895,조합향료(헤어케어A58619),Flavor Hair Care A58619
M274896,조합향료(헤어케어AJ-703846),Flavor Hair Care AJ-703846
M274897,조합향료(헤어케어AJ-703847),Flavor Hair Care AJ-703847
M274898,조합향료(헤어케어AJ-703848),Flavor Hair Care AJ-703848
M274899,조합향료(헤어케어AJ-77747),Flavor Hair Care AJ-77747
M274900,조합향료(헤어케어AR25372),Flavor Hair Care AR25372
M274901,조합향료(헤어케어FKA00188),Flavor Hair Care FKA00188
M274902,조합향료(헤어케어GS51015),Flavor Hair Care GS51015
M274903,조합향료(헤어케어HKK-30537),Flavor Hair Care HKK-30537
M274904,조합향료(헤어케어HKK-30540),Flavor Hair Care HKK-30540
M274905,조합향료(헤어케어HKK-32966),Flavor Hair Care HKK-32966
M274906,조합향료(헤어케어HP-700043),Flavor Hair Care HP-700043
M274907,조합향료(헤어케어HP-700782),Flavor Hair Care HP-700782
M274908,조합향료(헤어케어HP-703403),Flavor Hair Care HP-703403
M274909,조합향료(헤어케어HP-70438),Flavor Hair Care HP-70438
M274910,조합향료(헤어케어HP-70707),Flavor Hair Care HP-70707
M274911,조합향료(헤어케어HP-7189),Flavor Hair Care HP-7189
M274912,조합향료(헤어케어HP-76078),Flavor Hair Care HP-76078
M274913,조합향료(헤어케어HP-76097),Flavor Hair Care HP-76097
M274914,조합향료(헤어케어HP-77470),Flavor Hair Care HP-77470
M274915,조합향료(헤어케어HP-79043),Flavor Hair Care HP-79043
M274916,조합향료(헤어케어MH-41350),Flavor Hair Care MH-41350
M274917,조합향료(헤어케어MH-P40910),Flavor Hair Care MH-P40910
M274918,조합향료(헤어토닉HP-706657),Flavor Hair Tonic HP-706657
M274919,조합향료(혼합과일향71103),Flavor Mix Fruit 71103
M274920,조합향료(화이트프리즈향509245T),Flavor White Freeze 509245T
M274921,조합향료(후레쉬민트향HF-30931),Flavor Fresh Mint HF-30931
M274922,조합향료(후레쉬코튼13884피)(후레쉬향),Flavor Fresh Cotton 13884P
M274923,조합향료(후레쉬플로랄13P00134),Flavor Fresh Floral 13P00134
M274924,조합향료(후레이버티피-100),Flavor TP-100
M274925,조합향료(후레이버티피-105),Flavor TP-105
M274926,조합향료(후레이버티피-106),Flavor TP-106
M274927,조합향료(후레이버티피-108),Flavor TP-108
M274928,조합향료(후레이버티피-116),Flavor TP-116
M274929,조합향료(후레이버티피-119),Flavor TP-119
M274930,조합향료(후레이버티피-120),Flavor TP-120
M274931,조합향료(후레이버티피-148),Flavor TP-148
M274932,조합향료(후레이버티피-150),Flavor TP-150
M274933,조합향료(후레이버티피-57),Flavor TP-57
M274934,조합향료(후레이버티피-60),Flavor TP-60
M274935,조합향료(후레이버티피-61),Flavor TP-61
M274936,조합향료(후레이버티피-68),Flavor TP-68
M274937,조합향료(후레이버티피-72),Flavor TP-72
M274938,조합향료(후로랄TRB5745),Flavor Floral TRB5745
M274939,조합향료(후로랄그린4P08766),Flavor Floral Green 4P08766
M274940,"조합향료(후로랄향, Forca 11 Mod)","Flavor Floral, Forca 11 Mod"
M274941,조합향료(후르트믹스향분말 FAC-29009),Flavor Fruit Mix Powder FAC-29009
M274942,조헵타미놀염산염,Crude Heptaminol Hydrochloride
M274943,조홍화유,Crude Safflower Oil
M274944,조히드로클로로티아지드,Crude Hydrochlorothiazide
M274945,조히드록시클로로퀸황산염,Crude Hydroxychloroquine Sulfate
M274946,조히알루론산나트륨,Crude Sodium Hyaluronate
M274947,주니퍼 틴크(10:1),Junifer Tincture (10:1)
M274948,주사용 만니톨,Mannitol For Injection
M274949,죽여 엑스,Phyllostachyos Caulis in Taeniam Extract
M274950,중성활성탄,Neutral Activated Charcoal
M274951,중쇄트리글리세리드(포살53MCT혼합물),Triglycerides Medium-Chain (Phosal 53 MCT)
M274952,지각 연조엑스(1.4∼1.7→1),Aurantii Fructus Immaturus Soft Extract (1.4∼1.7→1)
M274954,지모 연조엑스(2.3∼2.8→1),Anemarrhena Rhizome Soft Extract (2.3∼2.8→1)
M274955,지모 연조엑스(2.4∼2.9→1),Anemarrhena Rhizome Soft Extract (2.4∼2.9→1)
M274956,지실 연조엑스(2.5∼3.1→1),Poncirus Immature Fruit Soft Extract (2.5∼3.1→1)
M274957,지용성마트리카리아 엑스,Liposoluble Matricaria Extract
M274958,지치뿌리 엑스,Borage Root Extract
M274959,지황·인삼·복령·꿀·정제수·부틸렌글리콜,Rehmannia Root·Ginseng·Poria·Honey·Purified Water·Butylene Glycol
M274960,지황화초 건조엑스,
M274961,진피 건조엑스(5→1),Citrus Unshiu Peel Dried Extract (5→1)
M274962,진피 연조엑스(1.7∼2.1→1),Citrus Unshiu Peel Soft Extract (1.7∼2.1→1)
M274963,진피 연조엑스(2.6∼3.2→1),Citrus Unshiu Peel Soft Extract (2.6∼3.2→1)
M274964,질산니켈육수화물,Nickel Nitrate Hexahydrate
M274965,질산세륨(III)육수화물,Cerium Nitrate Hexahydrate
M274966,질산세릭암모늄,Ceric Ammonium Nitrate
M274967,질산암모늄세륨(II),Ammonium Cerium(II) Nitrate
M274968,질산암모늄세륨(IV),Ammonium Cerium(IV) Nitrate
M274969,질산제이철구수화물,Ferric Nitrate Nonahydrate
M274970,차가버섯 엑스,Chaga Extract
M274971,차가버섯·영지·측백나무잎·대청뿌리·감초·느릅나무뿌리 엑스,
M274972,차아염소산나트륨 수용액,Sodium Hypochlorite Aqueous Solution
M274973,차아염소산나트륨 수용액12%,Sodium Hypochlorite  Aqueous Solution 12%
M274974,차아염소산나트륨 액10%,Sodium Hypochlorite Solution 10%
M274975,차아염소산나트륨 액9%,Sodium Hypochlorite Solution 9%
M274976,차아염소산나트륨 용액12%,Sodium Hypochlorite Solution 12%
M274977,차아염소산나트륨 용액5%,Sodium Hypochlorite Solution 5%
M274978,차아염소산나트륨12%,Sodium Hypochlorite 12%
M274979,차아염소산나트륨12.4%,Sodium Hypochlorite 12.4%
M274980,차아염소산나트륨5%,Sodium Hypochlorite 5%
M274981,차아황산나트륨,Sodium Hydrosulfite
M274982,차전초 건조엑스,Plantago Herb Dried Extract
M274983,창이자 엑스,Xanthium Fruit Extract
M274984,창출 건조엑스,Atractylodes Rhizome Dried Extract
M274985,창포 가루,Calamus Root Powder
M274986,천궁 건조엑스(5.6→1),Cnidium Rhizome Dried Extract (5.6→1)
M274987,천궁 건조엑스-엠,Cnidium Rhizome Dried Extract-M
M274988,천궁 연조엑스(2.1∼2.6→1),Cnidium Rhizome Soft Extract (2.1∼2.6→1)
M274989,천궁 증류물,Distilled Cnidium Rhizome
M274990,천마 연조엑스(3.4∼4.1→1),Gastrodia Rhizome Soft Extract (3.4∼4.1→1)
M274991,천연고무·메틸메타크릴레이트,Natural Rubber·Methyl Methacrylate
M274992,천연글리세린80%,Natural Glycerin 80%
M274993,천연레몬라임향(118229),Natural Lemonlime Flavor 118229
M274994,천연마누카꿀향(61864),Natural Manuka Honey Flavor 61864
M274995,천연배향(61861),Natural Pear Flavor 61861
M274996,천연비타민E,Natural Vitamin E
M274997,천연사과향(61862),Natural Apple Flavor 61862
M274998,천연사과향(BH1-9791),Natural Apple Flavor BH1-9791
M274999,천연오렌지유,Natural Orange Oil
M275001,천연허브조합(라벤더엑스·바실잎엑스·서양수수꽃다리엑스·어성초엑스·명일엽엑스·로즈마리잎엑스·마시멜로뿌리엑스·부틸렌글라이콜·정제수),
M275002,천연허브향(118231),Natural Herb Flavor 118231
M275003,천초근 엑스(4:1),Rubiae Radix Extract (4:1)
M275004,천초근엽 건조엑스,Rubiae Radix Leaf Dried Extract
M275005,철 가루,Iron Powder
M275006,철아세틸트란스페린수화글리세린 액,Iron Acetyl Transferrin Hydrogliceric Solution
M275007,청피 연조엑스(1.2∼1.5→1),Citrii Unshiu Immature Peel Soft Extract (1.2∼1.5→1)
M275008,청피 연조엑스(1.8∼2.2→1),Citrii Unshiu Immature Peel Soft Extract (1.8∼2.2→1)
M275009,청피 연조엑스(2.6∼3.2→1),Citrii Unshiu Immature Peel Soft Extract (2.6∼3.2→1)
M275010,체리(K-9908470),Cherry K-9908470
M275011,취화N-부틸,Embrittlements N-Butyl
M275012,츄잉껌베이스,Chewing Gum Base
M275013,측백엽 엑스,Thujae Orientalis Folium Extract
M275014,치무스엽 건조엑스,Thyme Dried Extract
M275015,치아인산나트륨일수화물,Sodium Hypophosphite Hydrate
M275016,치자 연조엑스(1.9∼2.4→1),Gardenia Fruit Soft Extract (1.9∼2.4→1)
M275017,치자 연조엑스(2.5∼3.0→1),Gardenia Fruit Soft Extract (2.5∼3.0→1)
M275018,치자 연조엑스,Gardenia Fruit Soft Extract
M275019,치킨 엑스산,Chicken Extract Powder
M275020,친수성폴리우레탄폼D,Hydrophllic Polyurethane Foam D
M275022,칡 엑스,Kudzu Vine Extract
M275023,침강탄산칼슘 과립90%,Precipitated Calcium Carbonate Granules 90%
M275024,카라멜색소·아라비아고무·프로필렌글리콜·정제수,Caramel Color·Acacia·Propylene Glycol·Purified Water
M275025,카라멜향(E150),Caramel Flavor E150
M275026,카루두스베네투스전초 건조엑스,Carduus Benedictus Dried Extract
M275027,카르민52%,Carmine 52%
M275028,카르복사미드·헵타노에이트나트륨,Sodium carboxamide heptanoate
M275029,카르복시메틸셀룰로오스나트륨1380,Carboxymethylcellulose Sodium 1380
M275030,카르복시메틸셀룰로오스나트륨2200,Carboxymethylcellulose Sodium 2200
M275031,카르복시메틸셀룰로오스칼슘·히드록시프로필셀룰로오스,Carboxymethylcellulose Calcium·Hydroxypropylcellulose
M275032,카르복시부틸트리페닐포스포늄브롬화물,Carboxybutyl Triphenylphosphonium Bromide
M275033,카멜리아시넨시스잎 엑스,Camellia Sinensis Leaf Extract
M275034,카멜리아올레이페라잎 엑스,Camellia Oleifera Leaf Extract
M275035,카멜리아키시씨유,Camellia Kissi Seed Oil
M275036,카보머971P,Carbomer 971P
M275037,카보머981,Carbomer 981
M275038,카보머호모폴리머A형,Carbomer Homopolymer Type A
M275039,카보머호모폴리머C형,Carbomer Homopolymer Type C
M275040,카보폴1EZ-2,Carbopol 1 EZ-2
M275041,카보폴EZ-2,Carbopol EZ-2
M275042,카보폴EZ-2폴리머,Carbopol EZ-2 Polymer
M275044,카시아유,Cassia Oil
M275045,카파-카라기난,Kappa-Carrageenan
M275046,카프레오마이신황산염(비무균),Capreomycin Sulfate (Non-Sterile)
M275047,카프릭산,Capric Acid
M275048,카프릴릭·카프릭모노글리세리드,Caprylic·Capric Monoglyceride
M275049,칼렌두라꽃 건조엑스,Calendula Flower Dried Extract
M275050,칼륨2-(시아노메틸티오)아세테이트,Potassium 2-(Cyanomethylthio)Acetate
M275051,칼륨3급부톡시드,Potassium Tert-Butoxide
M275052,칼륨N-코코일글리시네이트,Potassium N-Cocoyl Glycinate
M275053,칼륨코코에이트,Potassium Cocoate
M275054,칼륨테트라클로로플라티네이트(II),Potassium Tetrachloroplatinate II
M275055,칼륨포메이트,Potassium Formate
M275056,칼멭게량균(균주명: 글락소균주),Bacillus Of Calmette And Guerin (Strain: Glaxo)
M275057,칼슘니트리드,Calcium Nitride
M275058,캄파설폰산,Camphorsulfonic Acid
M275059,캐러웨이열매30%에탄올 틴크(1:2.5∼3.5),Caraway Fruit 30% Ethanol Tincture (1:2.5∼3.5)
M275060,캐모마일유2,Chamomile Oil 2
M275061,캐모마일증류수,Chamomile Sterile Water
M275062,"캠페롤(3',4´,5,7-테트라히드록시플라본)","Kaempferol (3',4',5,7-Tetrahydroxyflavone)"
M275063,커넬유,Kernel Oil
M275064,커피콩 엑스,Coffee Seed Extract
M275065,컴파운드(65-258),Compound 65-258
M275066,컴프리 엑스,Comfrey Extract
M275067,케노데옥시콜산·우르소데옥시콜산마그네슘삼수화물,Ursodeoxycholic Acid·Chenodeoxycholic Acid Magnesium Trihydrate
M275068,켈잔에스브이엘2.0D7,Kelzan SVL 2.0 D7
M275069,코니온(GE304),Konion GE304
M275070,코드라이드수산화알루미늄마그네슘만니톨,Aluminium Magnesium Hydroxide Mannitol
M275071,코레우스 엑스,Coleus Extract
M275072,코카미도프로필라민옥시드,Cocamidopropylamine Oxide
M275073,코카미도프로필베타인37%,Cocamidopropyl Betaine 37%
M275074,코카미드엠아이피에이,Cocamide MIPA
M275075,코카미드이디티에이,Cocamide EDTA
M275076,코코글리세리드,Cocoglycerides
M275077,코코넛 가루,Coconut Powder
M275078,코코넛쉘 가루,Coconut Shell Powder
M275079,코코넛향(SP-58940),Coconut Flavor SP-58940
M275080,코코디모늄히드록시프로필가수분해밀단백,Cocodimonium Hydroxypropyl Hydrolyzed Wheat Protein
M275081,코코아민옥시드,Coco Amine Oxide
M275082,코코아유,Cocoa Oil
M275083,코코알킬디메틸글리신 액,Cocoalkyl Dimethyl Glycine Solution
M275084,코코암포디아세테이트이나트륨,Disodium Cocoamphodiacetate
M275085,코코암포디프로피오네이트이나트륨,Disodium Cocoamphodipropionate
M275086,코코암포아세테이트이나트륨,Disodium Cocoamphoacetate
M275087,코코암포카르복시글리시네이트·라우릴황산나트륨·헥실렌글리콜,Cocoamphocarboxyglycinate·Sodium Lauryl Sulfate·Hexylene Glycol
M275088,코코암포카르복시글리시네이트·정제수·염화나트륨·헥실렌글리콜,Cocoamphocarboxyglycinate·Purified Water·Sodium Chloride·Hexylene Glycol
M275089,코코일N-메틸-베타-알라니네이트나트륨 용액,Sodium Cocoyl-N-Methyl-Beta-Alaninate Solution
M275090,코코일아미드프로필디메틸글리신 액,Cocoyl Amide Propyl Dimethyl Glycine Solution
M275091,코코일아미드프로필디메틸글리신 액30%,Cocoyl Amide Propyl Dimethyl Glycine Solution 30%
M275092,코코일아미드프로필디메틸글리신,Cocoyl Amide Propyl Dimethyl Glycine
M275093,코코일알라네이트나트륨,Sodium Cocoyl Alanate
M275094,코편(고밀도폴리에틸렌),Nose Piece (High Density Polyethylene)
M275095,코편2(알루미늄),Nose Piece 2 (Aluminium)
M275096,코편3(플라스틱와이어),Nose Piece 3 (Plastic Wire)
M275097,코프라지방산디히드록시에틸아미드,Copra Fatty Acid Dihydroxyethylamide
M275098,콘두란고 유동엑스,Condurango Fluid Extract
M275099,콜레스테롤황산염,Cholesterol Sulfate
M275100,콜레칼시페롤 100CWS,Cholecalciferol 100CWS
M275101,콜로이드성금축합체,Colloidal Gold Polycondensate
M275102,콜로포늄,Colophonium
M275103,콜리코트(CS1006IW),Kollicoat CS1006IW
M275104,콜리코트(CS8017IP),Kollicoat CS8017IP
M275105,콜리코트(CS8021PP),Kollicoat CS8021PP
M275106,콜린오로트산수화물,Choline Orotate Hydrate
M275107,콜린오로트산염,Choline Orotate
M275108,콜타르 액,Coal Tar Solution
M275109,쿠르쿠마 건조엑스,Curcuma Dried Extract
M275110,쿠르쿠마 엑스,Curcuma Extract
M275111,쿠르쿠민90%,Curcumin 90%
M275112,쿠멘과산화수소,Cumene Hydrogen Peroxide
M275113,쿨링에이전트향(FAC-23427),Cooling Agent Flavor FAC-23427
M275114,쿨민트향(314200),Cool Mint Flavor 314200
M275115,쿨민트향(EM998),Cool Mint Flavor EM998
M275116,쿼터늄-33,Quaternium-33
M275117,쿼터늄-33·에틸헥산디올,Quaternium-33 and Ethylhexandiol
M275118,퀴닌염산염,Quinine Hydrochloride
M275119,크로다포스씨에스20엑시드,Crodafos CS20 Acid
M275120,크롬산,Chromic Acid
M275121,클라불란산3급부틸아민,Clavulanate Tert-Butylamine
M275122,클라불란산칼륨·경질무수규산(1:1),Clavulanate Potassium·Light Anhydrous Silicic Acid (1:1)
M275123,클라불란산칼륨·미결정셀룰로오스(1:1),Clavulanate Potassium·Microcrystalline Cellulose (1:1)
M275124,"클래리트로마이신1,3-벤즈디티오-2-설폰산","Clarithromycin 1,3-Bezthio-2 Sulfonic Acid"
M275125,클로라닐,Chloranil
M275126,클로라민-티,Chloramine-T
M275127,클로라민-티삼수화물,Chloramine-T Trihydrate
M275128,클로로니콘틴산,Chloronicotinic Acid
M275129,클로로디페닐아세트산1-메틸-피페리딘-4-일에스테르,Chlorodiphenylacetic Acid 1-Methyl-Piperidin-4-Yl Ester
M275130,클로로메틸이소프로필카보네이트,Chloromethyl Isopropyl Carbonate
M275131,클로로메틸클로로포메이트,Chloromethyl Chloroformate
M275132,클로로설포닐이소시아네이트,Chlorosulfonyl Isocyanate
M275133,클로로아세트산나트륨,Sodium Chloroacetate
M275134,클로로아세틸염화물,Chloroacetyl Chloride
M275135,클로로트리메틸실란,Chlorotrimethylsilane
M275136,클로로티아지드,Chlorothiazide
M275137,클로르신나진염산염,Chlorcinnazine Dihydrochloride
M275138,클로르페니라민말레산염 제피과립,Chlorpheniramine Maleate Coated Granules
M275139,클로르헥시딘디글루코네이트,Chlorhexidine Digluconate
M275140,클로스트리디움부티리쿰미야이리II588종균배양액,Clostridium Butyricum Miyairi II 588 Seed Culture Solution
M275141,클로피도그렐프리베이스50%에탄올 용액,Clopidogrel Free Base 50% Ethanol Solution
M275142,키토산 가루,Chitosan Powder
M275143,키토산DL-피롤리돈카복실레이트,Chitosan DL-Pyrrolidone Carboxylate
M275144,키토산섬유부직포,Nonwoven Fabric (Chitosan Fiber)
M275145,키틴 액,Chitin Liquid
M275146,타마린드 엑스,Tamarind Extract
M275147,타부 분말,Tabu Powder
M275148,타우릴아지드염산염,Taurylazide Hydrochloride
M275149,타임엑스·유칼립투스엑스·오가피엑스·포도당·정제수,Thyme Extract·Eucalyptus Extract·Acanthopanax Root Bark Extract·Dextrose·Purified Water
M275150,타임피에스-40019,Time PS-40019
M275151,탄력부직포끈,Elastic Nonwoven Fabric String
M275152,탄산D.F.Q,Carbonic Acid D.F.Q
M275153,탄산나트륨 용액10%,Sodium Carbonate Solution 10%
M275154,탄산나트륨99%,Sodium Carbonate 99%
M275155,탄산세슘,Cesium Carbonate
M275156,탄산수소나트륨 수용액5%,Sodium Bicarbonate Solution 5%
M275157,탄산수소나트륨 액,Sodium Bicarbonate Solution
M275158,탄산수소마그네슘,Magnesium Hydrogencarbonate
M275159,탄산칼륨 가루,Potassium Carbonate Powder
M275160,탄산칼륨무수물,Anhydrous Potassium Carbonate
M275161,탄소,Carbon
M275162,탈지대두분말,Defatted Soya Powder
M275163,탈지유,Skim Milk
M275164,태반 엑스(1),Placenta Extract 1
M275165,태반 엑스,Placenta Extract
M275166,택사 엑스,Alisma Rhizome Extract
M275167,탭쉴드흰색(11W001),Tabshield White 11W001
M275168,탭쉴드흰색(11W135),Tabshield White 11W135
M275169,테노일염화물,Thenoyl Chloride
M275170,테노티올라나트륨,Thenothiola Sodium
M275171,테녹스-20A,Tenox-20A
M275172,테두글루티드,Teduglutide
M275173,테르펜수지(YS수지),Terpene Resin (YS Resin)
M275174,테르피놀렌,Terpinolene
M275175,테크니칼급카페인무수물,Technical Anhydrous Caffeine
M275176,테크니칼급함수카페인(Wet Base 80+-10%),Hydrous Technical Caffeine (Wet Base 80+-10%)
M275177,테트라-N-부틸암모늄브롬화물,Tetra-N-Butylammonium Bromide
M275178,테트라-N-부틸플루오르화암모늄,Tetra-N-Butylammonium Fluoride
M275179,테트라나트륨에티드로네이트,Tetrasodium Etidronate
